	td_114221	td_111445	td_111580	td_105099	td_107195	td_105469	td_111302	td_038581	td_098207	td_097576	td_105782	td_033136	td_033454	td_033732	td_111751	td_111228	td_111162	td_106068	td_105975	td_105041	td_103490	td_103281	td_102525	td_098872	td_098605	td_098435	td_098115	td_097912	td_097006	td_096871	td_096706	td_096596	td_096574	td_038744	td_037126	td_034172	td_032431	td_099131	td_095219	td_032642	td_105156	td_099448	td_106496	td_106554	td_097978	td_095653	td_037690	td_099962	td_034778	td_097421	td_098675	td_035937	td_102119	td_035641	td_105623	td_099387	td_103566	td_038857	td_102665	td_038395	td_037239	td_037034	td_024089	td_105885	td_105925	td_102305	td_106399	td_105315	td_101777	td_038959	td_102049	td_038905	td_100171	td_098741	td_106341	td_106987	td_099518	td_097760	td_097487	td_096167	td_096949	td_097363	td_096517	td_096424	td_096110	td_097122	td_096053	td_095962	td_096273	td_095837	td_095780	td_096367	td_095723	td_095530	td_034913	td_034844	td_034238	td_034087	td_034628	td_035163	td_032931	td_095473	td_035734	td_034030	td_035303	td_035848	td_035791	td_035521	td_035581	td_035379	td_033814	td_033565	td_033682	td_033928	td_033520	td_033369	td_033219	td_106933	td_014409	td_014515	td_014609	td_014731	td_014785	td_014911	td_014971	td_015070	td_015131	td_015197	td_015263	td_015428	td_015442	td_015639	td_015720	td_015997	td_016038	td_016125	td_016301	td_016346	td_016626	td_024743	td_024245	td_023864	td_023693	td_023645	td_016548	td_032322	td_023382	td_024857	td_023439	td_024139	td_023227	td_023807	td_032228	td_024790	td_021683	td_023182	td_023978	td_024027	td_024341	td_023058	td_024958	td_024909	td_024692	td_024299	td_024638	td_024596	td_024548	td_024192	td_024398	td_023496	td_023927	td_023590	td_023543	td_023286	td_021312	td_021282	td_032074	td_032006	td_015940	td_016978	td_032150	td_016908	td_015863	td_016379	td_016698	td_016782	td_016462	sa_111749	sa_105883	sa_111300	sa_111160	sa_114219	sa_097361	sa_038579	sa_033134	sa_033448	sa_033730	sa_111578	sa_111443	sa_111226	sa_106066	sa_105780	sa_103488	sa_103279	sa_102523	sa_098870	sa_098603	sa_098433	sa_098113	sa_097910	sa_097004	sa_096869	sa_096704	sa_096594	sa_096572	sa_038742	sa_037796	sa_037124	sa_034170	sa_032425	sa_099129	sa_095217	sa_032640	sa_105154	sa_099446	sa_106494	sa_106552	sa_097976	sa_095651	sa_037698	sa_099960	sa_034776	sa_097419	sa_098673	sa_035935	sa_102117	sa_035639	sa_099385	sa_103564	sa_038855	sa_102663	sa_038393	sa_037075	sa_037237	sa_037032	sa_107193	sa_102303	sa_106397	sa_101775	sa_098205	sa_038957	sa_102047	sa_100169	sa_098739	sa_106985	sa_099516	sa_097758	sa_097485	sa_096165	sa_096947	sa_096515	sa_097574	sa_096422	sa_096108	sa_097120	sa_096051	sa_095960	sa_096271	sa_095835	sa_095778	sa_096365	sa_095721	sa_095528	sa_034911	sa_034842	sa_034236	sa_034085	sa_034626	sa_035161	sa_032929	sa_095471	sa_035732	sa_034028	sa_035301	sa_035846	sa_035789	sa_035518	sa_035579	sa_035377	sa_033808	sa_033563	sa_033676	sa_033926	sa_033514	sa_033367	sa_033213	sa_106931	sa_014403	sa_014501	sa_014559	sa_014611	sa_014783	sa_014909	sa_014965	sa_015068	sa_015125	sa_015191	sa_015257	sa_015422	sa_015440	sa_015631	sa_015714	sa_015991	sa_016036	sa_016123	sa_016299	sa_016344	sa_016620	sa_023862	sa_023691	sa_016546	sa_032320	sa_023380	sa_024855	sa_023437	sa_023805	sa_032226	sa_024798	sa_023180	sa_023976	sa_024339	sa_024917	sa_024297	sa_024636	sa_024546	sa_024190	sa_024396	sa_024087	sa_023494	sa_023925	sa_023589	sa_032072	sa_032000	sa_015934	sa_016972	sa_032144	sa_016906	sa_015861	sa_016377	sa_016696	sa_016776	sa_016460	tax.0
39300	0	0	1	1	0	3	1	3	0	0	6	12	1	3	0	0	1	1	0	1	8	5	4	2	0	0	0	1	0	0	2	0	2	2	3	0	0	1	0	0	6	1	3	2	1	0	1	3	1	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	0	2	1	1	0	2	1	0	0	0	6	1	0	0	0	1	1	0	2	0	0	0	0	8	0	1	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	4	4	1	1	5	0	3	3	1	11	2	0	3	0	9	2	4	4	9	5	0	0	0	1	2	3	2	0	0	2	0	1	1	3	0	0	3	3	4	3	0	0	4	2	1	0	1	1	2	4	0	0	2	1	19	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	3	0	0	0	1	3	2	0	1	0	0	0	1	4	0	0	0	0	1	1	0	3	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	7	0	3	0	0	0	0	4	2	1	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces
39302	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	5	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	2	6	0	0	0	1	0	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	15	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	15	1	0	0	6	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	3	0	0	0	1	0	1	1	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	2	1	0	0	0	0	0	0	0	Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella
39305	2	2	0	3	0	7	0	0	0	0	3	3	1	1	0	0	0	0	1	0	1	4	19	0	0	0	1	0	0	0	7	0	0	3	0	0	1	2	2	1	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	24	2	0	0	0	2	0	0	0	1	1	0	0	1	4	0	0	0	5	0	3	1	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	2	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	6	8	4	2	8	2	5	0	5	0	0	2	4	2	22	12	5	31	5	13	5	2	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	5	3	2	0	2	1	2	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	4	0	1	3	1	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	51	0	1	0	0	0	0	1	0	1	0	0	0	3	1	0	0	6	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	1	0	7	2	3	6	5	2	6	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39306	6	9	10	71	47	72	45	17	73	6	6	141	43	156	17	19	22	15	182	21	77	1	368	10	9	14	35	8	28	1	103	31	131	5	22	8	4	8	39	43	7	5	6	2	69	9	15	15	23	21	9	1	15	21	20	7	144	6	56	7	1	1	41	25	29	4	4	47	4	43	11	2	2	8	67	24	6	30	31	6	16	35	50	18	5	12	13	22	21	10	5	6	6	13	53	7	126	72	61	5	3	29	3	7	1	6	3	8	26	36	2	0	27	154	3	27	67	26	82	135	291	29	43	250	44	154	24	75	218	63	106	90	73	95	269	66	83	111	135	11	17	1	38	11	15	85	13	11	5	11	32	24	127	7	71	45	6	17	3	24	22	4	15	30	53	8	19	1	11	24	5	122	67	130	100	13	9	10	6	23	24	67	20	56	6	2	133	13	2	16	24	21	42	20	127	21	108	3	23	54	124	2	20	0	149	9	29	6	13	17	22	63	104	60	163	15	103	18	5	10	9	3	39	7	5	2	3	20	5	38	6	9	30	27	4	6	15	9	2	22	15	36	5	7	2	91	21	3	2	39	64	9	3	3	54	6	26	21	54	33	18	3	6	4	27	34	50	35	12	45	4	0	12	13	8	10	2	5	1	5	8	3	6	12	19	1	10	10	6	0	1	11	26	3	30	16	5	39	51	51	39	19	26	103	29	80	87	103	85	92	85	35	208	90	121	53	35	170	3	55	16	87	21	16	17	14	12	79	71	9	7	0	34	4	20	0	9	22	49	16	22	7	3	1	11	2	27	19	28	1	3	3	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	5	0	0	4	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	10	2	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae
39312	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	1	0	0	4	0	13	3	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	1	0	1	7	8	0	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	2	2	2	3	3	10	10	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	1	3	8	1	1	2	1	0	4	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	2	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39317	0	0	0	0	0	0	2	1	0	0	2	0	0	3	0	5	3	0	7	0	1	0	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	5	0	0	0	0	2	0	0	2	0	3	0	1	1	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	2	2	1	2	0	1	0	1	0	1	0	0	0	0	0	4	0	7	1	2	0	1	4	1	0	0	1	0	5	1	0	0	1	0	0	2	0	2	2	3	2	5	3	0	0	1	0	0	0	1	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	6	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	3	1	1	11	4	2	0	1	2	1	2	5	0	4	1	2	0	0	1	0	0	0	0	1	0	1	0	13	0	2	4	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	4	0	8	1	0	2	0	2	0	3	1	1	1	0	0	5	0	1	0	1	1	3	0	0	0	0	0	5	0	3	0	0	0	2	14	3	1	0	1	0	1	0	0	1	0	1	1	0	10	0	3	3	0	1	0	1	0	4	0	5	11	6	1	6	0	1	10	0	5	0	3	13	0	2	0	1	0	4	0	0	11	1	1	0	4	0	4	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	1	0	0	1	2	1	Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium
39320	3	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	0	2	0	2	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	6	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	2	1	0	0	1	2	0	1	0	2	2	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces
39322	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	2	0	0	5	0	0	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	1	0	1	4	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	2	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	1	1	0	0	0	0	1	0	3	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	3	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	10	1	0	0	0	1	1	0	0	0	1	1	0	0	0	3	0	0	2	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	2	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39324	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	3	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	1	1	1	1	0	0	0	0	3	4	0	0	1	0	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	0	1	1	2	6	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	2	2	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	1	1	0	1	0	0	2	1	3	1	1	3	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Root;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
39335	0	0	0	2	0	14	0	1	0	0	0	3	0	0	0	0	0	3	0	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	5	0	0	2	0	19	1	0	2	0	0	0	0	1	5	0	3	6	0	3	7	7	0	0	9	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	4	4	4	0	1	1	2	3	3	0	1	0	0	2	0	3	6	0	0	0	0	1	66	3	1	37	0	1	0	0	4	4	1	0	1	27	3	1	39	27	8	2	1	3	0	7	0	3	0	4	6	1	3	3	0	1	0	0	8	1	1	4	7	1	0	1	3	6	5	8	0	5	0	4	6	62	0	5	2	0	6	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	2	1	0	1	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	9	0	6	0	0	0	0	0	3	3	0	0	2	0	1	0	8	5	1	1	1	1	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	5	4	0	0	0	0	0	0	0	1	1	0	Root;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces
39363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	1	0	0	4	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	9	0	2	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	1	0	10	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	1	0	6	1	0	0	0	0	0	0	0	0	0	Root;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
39369	0	0	0	0	0	0	0	1	0	0	0	2	1	3	3	1	2	1	0	0	0	0	8	0	0	0	1	0	2	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1	2	0	0	0	2	1	5	0	0	3	0	0	0	0	21	0	0	0	0	0	4	0	12	0	2	0	1	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	8	0	1	0	0	1	0	2	1	1	1	1	3	0	1	0	1	0	0	0	2	0	0	2	0	4	2	0	0	1	1	0	2	1	0	0	0	2	0	0	0	0	2	0	0	5	0	1	0	0	1	1	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella
39371	0	0	0	0	0	0	0	6	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	3	0	6	0	0	1	22	0	42	1	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	6	1	0	2	0	1	1	0	0	3	3	10	1	0	0	0	0	1	0	2	0	0	6	1	0	0	0	0	0	1	0	0	1	2	3	0	1	0	0	4	6	15	3	5	0	0	0	0	0	0	0	0	2	2	1	0	0	11	0	0	0	3	0	5	0	1	5	1	0	12	0	0	0	1	0	20	0	0	1	1	0	0	1	3	0	0	0	0	3	0	Root;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__
39391	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	7	0	0	11	0	0	0	0	11	1	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	1	0	Root;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter
